epoch,accuracy,loss,val_accuracy,val_loss
0,0.6271777153015137,0.6925511360168457,0.5972222089767456,0.6985914707183838
1,0.6411150097846985,0.6904579401016235,0.6111111044883728,0.6856212615966797
2,0.6585366129875183,0.6515111327171326,0.6944444179534912,0.6652941107749939
3,0.7700348496437073,0.600258469581604,0.7083333134651184,0.6404764652252197
4,0.8222996592521667,0.5484099388122559,0.6805555820465088,0.6157144904136658
5,0.8710801601409912,0.49259018898010254,0.7083333134651184,0.5899088382720947
6,0.8675957918167114,0.4402168095111847,0.7083333134651184,0.5769681930541992
7,0.8780487775802612,0.41060349345207214,0.7083333134651184,0.5706554055213928
8,0.895470380783081,0.35944029688835144,0.7083333134651184,0.5675497651100159
9,0.8850173950195312,0.3411566913127899,0.7083333134651184,0.5688439607620239
10,0.8989546895027161,0.3273767828941345,0.7083333134651184,0.571472704410553
11,0.9024389982223511,0.3079130947589874,0.7083333134651184,0.5762562155723572
12,0.891986072063446,0.3114891052246094,0.7083333134651184,0.5804579257965088
13,0.9059233665466309,0.3011288642883301,0.7083333134651184,0.584699273109436
14,0.9024389982223511,0.2931899130344391,0.7083333134651184,0.5874757766723633
15,0.9128919839859009,0.29569098353385925,0.7083333134651184,0.5902801156044006
16,0.9024389982223511,0.2797412574291229,0.7083333134651184,0.5920383930206299
17,0.891986072063446,0.29320576786994934,0.7083333134651184,0.5934200882911682
18,0.891986072063446,0.2892213463783264,0.7083333134651184,0.5947787761688232
19,0.9059233665466309,0.2764233350753784,0.7083333134651184,0.5958173274993896
20,0.895470380783081,0.2808525860309601,0.7083333134651184,0.5967562794685364
21,0.9024389982223511,0.2822234332561493,0.7083333134651184,0.5974794030189514
22,0.8989546895027161,0.28964707255363464,0.7083333134651184,0.5980021357536316
23,0.8989546895027161,0.28095120191574097,0.7083333134651184,0.5985375642776489
24,0.9024389982223511,0.2745548188686371,0.7083333134651184,0.5988321304321289
25,0.9094076752662659,0.2728618085384369,0.7083333134651184,0.5991281867027283
26,0.888501763343811,0.28736191987991333,0.7083333134651184,0.5994001626968384
27,0.8989546895027161,0.2768821716308594,0.7083333134651184,0.5995756387710571
28,0.9128919839859009,0.27498185634613037,0.7083333134651184,0.599734365940094
29,0.8850173950195312,0.2904405891895294,0.7083333134651184,0.5998310446739197
